terminals,population_size,max_depth,experssion,eval,num_of_gen,num_of_runs
"['x', 1, 2, 3]",100,5,(((((1 * 3) + ((((1 * 3) + 1) + (3 - 2)) - x)) + (3 - x)) - x) * (2 * 1)),85.16809889410388,31,1
"['x', 1, 2, 3]",100,5,(((3 + (2 + ((2 - x) * 3))) - ((x * (2 - (x / 1))) + x)) + 3),0.0008798868003556801,11,2
"['x', 1, 2, 3]",100,5,(((((2 * 3) + (x * (((2 - 2) - 2) - (1 - x)))) / (2 / 3)) + 1) - (x + x)),23.734732593809692,40,3
"['x', 1, 2, 3]",100,5,((3 - x) + ((3 - x) + ((((x + 1) - (3 * 3)) / (1 - 2)) + (x - ((2 - (x - 2)) / (1 / x)))))),0.0009325037424018939,26,4
"['x', 1, 2, 3, 4]",100,5,((2 - x) * (1 + ((2 + 2) - x))),35.94674664753664,26,1
"['x', 1, 2, 3, 4]",100,5,((((4 - x) - (x - 1)) - ((4 - x) * x)) + ((((1 + 4) + ((2 * x) - (1 / 2))) - (2 * x)) + ((3 + 1) + 1))),0.40089022208298103,18,2
"['x', 1, 2, 3, 4]",100,5,(((4 - (((4 + x) * (1 - x)) + (x - 4))) + ((3 - x) * 3)) + (3 - (((x + x) * 2) + (4 + (x - 4))))),6.675017136677721,37,3
"['x', 1, 2, 3, 4]",100,5,(x + (x + (x + ((2 - x) * (4 - (x - 3)))))),0.0009513474621399128,20,4
"['x', 1]",150,5,((1 + (1 + (1 + ((1 + ((1 * ((1 - x) + ((x * x) - (x + x)))) - (x + x))) + ((1 * ((x * x) * 1)) - x))))) + 1),87.34522719183266,44,1
"['x', 1]",150,5,((((((x - ((x / x) - (x * x))) + (((1 + (1 / 1)) + (1 - x)) + (1 - x))) + (((1 + (1 / 1)) + (1 - x)) + (1 - x))) - x) + (((1 + (1 / 1)) + (1 - x)) + (1 - x))) + (((x + (x / 1)) + (1 - x)) + (1 - x))),1.6469616851356432,38,2
"['x', 1]",150,5,(((((((((1 + 1) - x) / 1) + 1) + ((((((x * 1) - (x * 1)) / (1 * 1)) + (x * x)) - (x - 1)) * (1 + 1))) - (x - 1)) - (x - 1)) - ((1 / (1 / x)) / 1)) - 1),92.99192085144212,36,3
"['x', 1]",150,5,((((((1 - x) * (1 * 1)) - x) + (1 - x)) + (((((1 * (x + (x - 1))) * (1 * x)) + (1 - x)) + (1 - x)) + (1 - 1))) + 1),82.89124432484073,44,4
"['x', 1, 2]",150,5,((((2 - ((x * 1) - 1)) * (2 * 2)) + (1 * (1 + 2))) + ((2 - ((x + x) / 2)) * (((((1 * 1) / (1 + 2)) * (1 + 2)) - x) - 1))),1.568415587099357,46,1
"['x', 1, 2]",150,5,((((1 * 1) + ((x * (x - 1)) - (1 * 1))) + (2 + ((2 - x) * ((1 * (2 + (2 - 1))) + 2)))) + 2),0.0009672018468199092,18,2
"['x', 1, 2]",150,5,(2 + ((2 + ((((2 + (2 - x)) * (2 - x)) - (((x / 2) - (x / 2)) / (2 - 1))) + 2)) + (((((1 / x) * 1) - (x - 1)) - (1 * x)) * (x - x)))),0.0009808442053659886,12,3
"['x', 1, 2]",150,5,((2 + ((2 * (((2 * ((x * 1) * (2 - x))) * (x * 1)) / (x * x))) + ((x / 1) * (x / 1)))) + (((2 * ((x * 1) * (2 - x))) * (x * 1)) / (x * x))),0.2221393216426998,10,4
"['x', 1, 2, 3]",150,5,((((((1 - x) * 2) + 2) * 3) + (x * x)) + 2),0.0009808442053659884,19,1
"['x', 1, 2, 3]",150,5,(((((x * 2) / (3 - 1)) * (x + (1 - 3))) + (2 * ((3 - x) * 2))) + 2),0.0009672018468199118,8,2
"['x', 1, 2, 3]",150,5,((((((1 - x) + (2 + 3)) - (3 * x)) + (((3 - x) + (x * x)) - x)) + 3) + 2),0.0009808442053659888,23,3
"['x', 1, 2, 3]",150,5,((3 + 1) * (3 - ((3 - x) * (x / 3)))),59.22163500973787,23,4
"['x', 1, 2, 3, 4]",150,5,((2 - (((1 - x) + ((2 + 2) - (4 / 2))) * x)) + ((1 * (3 * 4)) - (3 * x))),0.0009325037424018894,9,1
"['x', 1, 2, 3, 4]",150,5,((x + (((3 - ((x + 1) - (4 + 1))) / 1) * (2 - x))) + x),12.33310253464617,37,2
"['x', 1, 2, 3, 4]",150,5,((((3 + ((x / 3) * x)) * 4) - 1) - ((1 * (x * 2)) * 3)),9.212379994090204,42,3
"['x', 1, 2, 3, 4]",150,5,(((3 - x) * (3 - x)) + (1 + 3)),1.6484898264019632,31,4
"['x', 1]",200,5,(((((((((1 - x) / 1) * (1 + 1)) + (1 - x)) * (1 + 1)) + 1) + (1 * 1)) + (1 + 1)) + (x * x)),24.44832046540477,52,1
"['x', 1]",200,5,((((((((((1 + x) - (1 / 1)) - x) - x) + (1 + 1)) * (1 - x)) + x) + (1 - x)) - (x - 1)) - ((((((x - 1) + (1 - 1)) - (1 * 1)) - (1 * 1)) + (((((x - 1) + (x - 1)) - (1 * 1)) - x) - x)) + (((((x - 1) + (x - 1)) - (1 * 1)) - 1) - x))),0.0009927882380643587,33,2
"['x', 1]",200,5,(((((((x * x) - (x + x)) * (1 + 1)) - (x / 1)) * (1 / 1)) - (x * 1)) * 1),129.6183410010877,29,3
"['x', 1]",200,5,((((((x + (((((x - 1) - (1 / x)) / 1) + 1) * (x / 1))) * (1 * 1)) - (x - 1)) + 1) + (((((1 + (((((x - 1) - (x / 1)) / 1) + 1) * (x / 1))) * (1 * 1)) - (x - 1)) + ((((1 + 1) * (1 * 1)) - (x - 1)) - x)) + 1)) + (((((1 + (((((x - 1) - (x / 1)) / 1) + 1) * (x / 1))) * (1 * 1)) - (x - 1)) + ((((1 + 1) * (1 * 1)) - (x - 1)) - x)) + 1)),1.5270275547662973,56,4
"['x', 1, 2]",200,5,(((2 - ((1 + (1 + x)) - ((2 - (x - 2)) - (((2 / 1) + (x + x)) - (((1 / (2 - 2)) + 2) + (x * x)))))) + (((2 - (x - 2)) * 2) - (2 / 1))) + (2 * (((2 - (2 - 2)) * 2) - (2 / 1)))),0.0009325037424018916,23,1
"['x', 1, 2]",200,5,(((2 * 2) * ((x + (2 * (1 - (x / 1)))) + (2 * 2))) - (((2 * x) / 1) + 2)),82.40249226015028,34,2
"['x', 1, 2]",200,5,(((((1 * 1) * (1 - 1)) / (2 - x)) - (x - 2)) * ((1 + 1) - (x - 2))),53.22301698893961,40,3
"['x', 1, 2]",200,5,((((2 - x) + (2 - x)) * (2 + 1)) + (2 + ((x * 1) * x))),0.0009808442053659888,8,4
"['x', 1, 2, 3]",200,5,((((2 - x) - (x - 3)) * 3) + (1 + (x * x))),5.915923704094056,35,1
"['x', 1, 2, 3]",200,5,((3 + 2) + ((3 - x) * (3 - x))),0.0009672018468199106,9,2
"['x', 1, 2, 3]",200,5,((((2 + (x - 2)) - (1 / 3)) - 3) * (((2 + (x - 2)) - (1 / 3)) - 3)),17.80060414310651,45,3
"['x', 1, 2, 3]",200,5,((3 + (((((((x - 2) * 3) / (2 * 2)) - 1) * (x - 3)) + 3) / 3)) + (((((x - 2) * 3) / (2 * 2)) - 1) * (x - 3))),1.371712125564957,45,4
"['x', 1, 2, 3, 4]",200,5,((((x * (x - 4)) - ((4 - 2) + 3)) + 1) + (1 * (((1 + (((4 / 2) + (2 - x)) - x)) + (3 * 3)) + 4))),0.0008798868003556786,6,1
"['x', 1, 2, 3, 4]",200,5,(((((3 - x) * (3 * 2)) + (x * x)) - 3) - 1),0.000951347462139909,10,2
"['x', 1, 2, 3, 4]",200,5,((((4 - (3 * x)) + 1) + (x * x)) + ((3 * (4 - x)) - 3)),0.0009094177126551441,11,3
"['x', 1, 2, 3, 4]",200,5,(((2 + ((2 + 3) - ((x - 3) + (x + x)))) / (4 + 2)) * (2 + ((2 + 3) - ((x - 3) + (2 + x))))),22.57152955759919,34,4
"['x', 1]",250,5,(((((1 / 1) - x) + (x * x)) - x) + (x + (((((((x - (((x - 1) - 1) / x)) * (1 * x)) - 1) / 1) - ((x / 1) - (1 - x))) - x) - (x - 1)))),86.38259496724956,37,1
"['x', 1]",250,5,(((((((x / x) + (x + ((x - (1 * 1)) * (x + x)))) - (x + (x - 1))) - x) - (x + x)) + (1 + 1)) + (1 + 1)),82.43986770560467,37,2
"['x', 1]",250,5,((1 + 1) + (((((x / 1) + 1) + (1 - 1)) + (1 - x)) + (1 + (((((1 + 1) + (1 - 1)) + (1 - x)) + (1 - 1)) * ((((1 + 1) + (1 - 1)) + (1 - x)) + (1 - 1)))))),0.0009094177126551453,24,3
"['x', 1]",250,5,(((((((((x / x) * (x + x)) * x) + (1 - x)) + 1) - (x + x)) - x) + (1 - x)) + (1 - x)),86.32272461392175,39,4
"['x', 1, 2]",250,5,((((x - (2 + 2)) * (x - 2)) + (2 * 2)) + 2),0.0009927882380643533,13,1
"['x', 1, 2]",250,5,(((((x - ((2 - x) * (x * 1))) + (((2 - x) * 2) + ((1 - x) - (x - 2)))) + (((1 / 2) + (((2 + (2 - 1)) * (x - x)) + (2 - 2))) + (1 * 2))) + x) + ((2 - x) * 2)),0.4261949782588597,15,2
"['x', 1, 2]",250,5,(((2 + (x * ((1 * x) - 2))) + (((((1 + 2) + 1) - x) + 2) * 2)) - (x + x)),0.0010033902294136763,12,3
"['x', 1, 2]",250,5,((((2 + 1) + ((((x * 1) * 2) * (1 / 2)) * (x - 2))) + ((1 - (x / (x / (x - 2)))) * 2)) + ((1 - (x / (x / (x - 2)))) * 2)),1.6707941289642565,31,4
"['x', 1, 2, 3]",250,5,(((((((3 - x) + (1 / 3)) * 3) / 1) + ((((((x + 1) * (1 + 1)) - (1 / 3)) / (2 / x)) - (x / 1)) - (x - 3))) - x) - x),1.8200771962835671,43,1
"['x', 1, 2, 3]",250,5,(((1 - (1 * (x * 1))) * (3 - x)) + ((2 - ((3 * x) * (1 / 1))) + (x + (3 * 3)))),0.0009808442053659886,13,2
"['x', 1, 2, 3]",250,5,((((1 + ((2 + 2) + (1 - x))) - x) * 2) + (((3 + ((x * x) + (1 / 2))) - x) - (x + 2))),0.41772976992834654,9,3
"['x', 1, 2, 3]",250,5,((((1 + 2) - x) * ((1 * 3) - x)) + (3 + 2)),0.0008798868003556799,15,4
"['x', 1, 2, 3, 4]",250,5,((((1 - x) * 3) + (x + 4)) + ((3 - x) * ((4 - (x + (4 * x))) / 4))),17.520031222471218,34,1
"['x', 1, 2, 3, 4]",250,5,((4 - x) * (((4 - 3) + 1) - x)),53.22301698893961,23,2
"['x', 1, 2, 3, 4]",250,5,((x / 1) + (4 + ((2 - x) * (3 + (2 - x))))),0.0009672018468199106,22,3
"['x', 1, 2, 3, 4]",250,5,(((((4 + (x / x)) - 4) - 4) * x) + (((2 * 4) - (x + x)) + (((2 * 4) - (x + 2)) + (x * x)))),0.0008798868003556793,21,4
"['x', 1]",300,5,((((((x + x) / (x * 1)) + (1 - x)) + (1 * 1)) + (((((((1 * 1) + (1 / 1)) - x) + 1) * (1 - x)) + (1 + 1)) / 1)) - (x - 1)),24.47645961908907,48,1
"['x', 1]",300,5,(((((1 + (((x + 1) - (1 + x)) - 1)) + (1 + 1)) + (1 - 1)) + (1 / 1)) + (((((1 + (((1 + 1) - (1 + x)) - 1)) + (1 + x)) + (1 - 1)) + (1 / 1)) + ((((((1 - x) - x) - ((x - 1) - (1 + x))) + (1 - 1)) + (1 / 1)) + (((1 + (1 - x)) * (((1 - x) - x) - ((1 - 1) - (1 + x)))) - (1 - 1))))),0.0009325037424018936,37,2
"['x', 1]",300,5,((((((1 + 1) + (1 - x)) * (1 - x)) * (1 + 1)) + x) - ((x - 1) - (((((1 * (((1 * x) / 1) * (1 - 1))) + (x * 1)) * 1) - (x * x)) / 1))),84.7051597245884,43,3
"['x', 1]",300,5,((((((((1 + ((1 * 1) - x)) + 1) - (x + x)) + (x * (x - (x - x)))) + (((1 + ((1 * 1) - x)) + 1) - ((x + x) - (1 / 1)))) + ((1 * x) + (x / x))) + (((1 + ((1 * 1) - x)) + 1) - ((x + x) - (1 / 1)))) + (((((x - 1) * 1) * (x + x)) + ((((1 + 1) - ((x + x) - (1 - 1))) - x) - x)) - (((((((x / 1) * x) - (1 - 1)) + (((((1 * 1) / 1) - x) * 1) - x)) - (x + x)) - 1) * (1 + 1)))),0.002539538136777591,27,4
"['x', 1, 2]",300,5,(((((1 + 2) - ((x + 1) - (1 * 2))) * (((2 / 2) * (1 * 1)) + 2)) - (x * (2 - x))) + ((1 + 1) - x)),0.0009808442053659916,14,1
"['x', 1, 2]",300,5,((((1 * ((1 * 2) - x)) + ((x * x) - x)) + ((2 - x) * (2 * 2))) + ((2 * (2 / 1)) - (x - x))),0.001003390229413677,7,2
"['x', 1, 2]",300,5,((2 - ((((x + x) - (x + 2)) - (2 + 1)) / 1)) + ((((x * x) + (((2 - x) + 1) + 1)) + ((1 / 2) - ((2 + 2) * x))) + ((x + 2) - x))),0.4177297699283463,11,3
"['x', 1, 2]",300,5,(2 + (((2 - x) * (2 - x)) + (2 * ((2 - x) + 2)))),0.0009808442053659916,16,4
"['x', 1, 2, 3]",300,5,((((1 - (((x + (x + (((1 / 1) - (2 + 1)) - x))) - 2) / 1)) * 3) + 2) + ((x * (x - 3)) - 3)),0.0009325037424018931,18,1
"['x', 1, 2, 3]",300,5,(1 + (((3 * (2 / 1)) + ((((((1 * (1 + 3)) - (2 - 1)) * (3 - ((((1 * x) - (3 - 3)) / 3) + (x + x)))) * (1 * 1)) - (3 - x)) + (x / x))) + (x * x))),0.0025395381367775806,8,2
"['x', 1, 2, 3]",300,5,((((1 * (3 - (1 * x))) + (1 - (x / x))) * (3 - (1 * x))) + (2 + 3)),0.014388764451090514,9,3
"['x', 1, 2, 3]",300,5,((((((3 * (2 + (2 - x))) / 2) * 2) + 2) + ((x - 1) * (x - 3))) + (x - 3)),0.000992788238064353,12,4
"['x', 1, 2, 3, 4]",300,5,((((x + (((x - 2) * x) + 2)) + (x + 4)) * 1) + (3 - (((x * (2 + 4)) - (3 / 2)) - 4))),0.38322136054524025,16,1
"['x', 1, 2, 3, 4]",300,5,(((((((4 - 3) - x) / (1 / 4)) + 3) + (2 + (1 + 1))) - ((x + x) - 4)) + (x / (1 / x))),1.4799170339051149,49,2
"['x', 1, 2, 3, 4]",300,5,((x * (x - 4)) - ((x - 4) * 2)),53.22301698893961,30,3
"['x', 1, 2, 3, 4]",300,5,((((x - (2 + 4)) * x) + (3 * 4)) + (2 / 1)),0.0008798868003556782,11,4
